Date	Headline	Summary
2006-12-19	With NASA	" Google Expands Its Realm to the Moon and Mars"",NASA and Google have agreed to work together to make NASA’s vast trove of space and weather data widely available on the Internet."
2006-12-18	Old Model Versus a Speedster	As they ponder how to outdo YouTube, media giants like NBC Universal and Viacom are discussing partnering to build a competing distributor of Internet video.
2006-12-18	New to Russia	" Google Struggles to Find Its Footing"",""Google, bedeviled in Russia by cultural and language issues, trails local Internet companies in both executing searches and collecting rubles on related ads."
2006-12-13	Google to Offer Variation on Stock Options	Google said that it would grant employees transferable stock options that could be sold as well as exercised.
2006-12-13	Skype’s Free Phone Call Plan Will Soon Have Annual Fee	Skype said it would begin charging $30 a year for unlimited calls to landline and mobile phones within the United States and Canada.
2006-12-12	Google to Issue Transferable Stock Options	The move will enable Google's employees to earn more money from stock options.
2006-12-10	For-Profit Philanthropy	This year, the philanthropic community witnessed the opening moves of Google.org, a for-profit entity through which Google plans to conduct its charitable operations. As a profit-making enterprise, Google.org can do certain things that by law a nonprofit cannot. It can decide for itself what counts as a worthy cause, rather than hewing to the Internal Revenue Service’s definition of a tax-exempt charity. And if Google.org succeeds at financing, say, the invention of the next generation of hybrid cars, it can make money even as it makes the planet a better place.
2006-12-09	Looking for a Gambit to Win at Google’s Game	Microsoft’s online chief wants to change the way his company runs its Internet business.  But he is finding that redirecting such a behemoth is slow going.
2006-12-07	Industry Insiders Praise Yahoo Choice for Key Post	Susan L. Decker, the new head of Yahoo’s advertiser and publisher group, has been charged with reducing Google’s lead in Internet advertising.
2006-12-06	Yahoo	" Aiming for Agility, Shuffles Executives"",Yahoo is restructuring its operations and shuffling its management in the hopes of competing more effectively against nimbler rivals."
2006-12-05	Executive Searches	" Done With Sharp Elbows"",""As companies continue to hire thousands of skilled workers in India at lower levels, signs point to a talent shortage that is becoming acute at the high end."
2006-12-04	The Future of Web Ads Is in Britain	Online advertising is growing at a roughly 40 percent annual rate in Britain, and is expected to account for as much as 14 percent of overall ad spending this year.
2006-12-04	The Retooling of a Search Engine	Ask.com is introducing AskCity, a service that integrates maps with information about local businesses, restaurants, listings and reviews.
2006-12-04	As Ad Costs Rise	" a Move to Challenge Pay-Per-Click"",""On some new shopping search sites, advertisers pay only when someone actually buys something, or when users view an ad."
2006-12-03	Open-Source Spying	The nation’s intelligence agencies are giving their cold-war-era computer systems a makeover. But will blogs and wikis really help spies uncover terrorist plots?
2006-12-02	A Bubble Watcher Watches Google	Compared with the late-’90s technology boom, there are few initial public offerings, making it harder to determine when an Internet downturn has begun.
2006-12-01	Microsoft Software Updates Go on Sale to Businesses	Microsoft made new versions of Windows and Office available to business customers on Thursday.
2006-11-30	Google Plans to Cancel Paid Service for Answers	The service failed to gain much traction with users, especially when compared to a rival service by Yahoo.
2006-11-30	Yahoo Rebuffs Google on Digital Books	Yahoo’s refusal to talk about its efforts to create digital copies of books is another setback for Google as it prepares to fight a copyright infringement suit.
2006-11-30	A College Education Without Job Prospects	Most of the 11 million students in India’s 18,000 colleges and universities receive starkly inferior training, heavy on obedience and light on useful job skills.
2006-11-29	Google Is Shutting Down Answer Service	The service failed to gain much traction with users, especially when compared to a rival service by Yahoo. 
2006-11-28	Corrections	A chart in Business Day on Wednesday with an article about Google's share price surpassing $500 misstated the performance of New River Pharmaceuticals, which was listed among the best-performing initial offers. Shares of New River increased 1,154 percent through Tuesday since its offering in August 2004, not 527 percent. In addition, two companies listed in the chart, New River and Atlas America, did not reflect the split-adjusted share prices. The split-adjusted price for New River was $4, not $8; and for Atlas America, it was $10.33 instead of $15.50.
2006-11-27	More-Savvy Web Retailers Expect More Holiday Profits	Fueled by Web searches for iPods, Elmos, gift cards and video game consoles, online retailers are expecting sales to increase by about 20 percent this year.
2006-11-25	Google Reaches Copyright Deal With Belgians	Google reached a settlement with Belgian photographers and journalists Friday in a copyright dispute over how Google News links to newspaper content.
2006-11-23	Google Shortcuts for Quick Searches	Google can recognize certain types of numbers and codes typed into its search box and save you a step in your quest.
2006-11-22	A $500 Milestone for Google Believers	Google’s shares gained $14.60, or 3 percent, to close at $509.65, passing the $500 mark for the first time. 
2006-11-21	Google Shares Cross $500	Google shares crossed a much-anticipated high-water mark that highlights the company’s explosive growth since its initial public offering in 2004.
