Date	Headline	Summary
2011-06-25	U.S. Inquiry Into Google Has Search As Its Focus	Google confirmed on Friday that the Federal Trade Commission had opened an antitrust investigation into its core search and advertising business. The inquiry has the potential to turn into the biggest showdown between the United States government and a major technology company since the Microsoft antitrust trial that began in the late 1990s.
2011-06-24	Google to End Health Records Service After It Fails to Attract Users	When Google Health was introduced in 2008, Marissa Mayer, a Google executive, said it would be a “large ongoing initiative” that the company hoped would attract millions of regular users.
2011-06-24	Google Confirms F.T.C. Antitrust Inquiry	Google confirmed on Friday that the Federal Trade Commission had opened an antitrust investigation into its core search and advertising business.
2011-06-24	Stalking the Stalkers	The Google Street View car was just asking for trouble — and I was happy to oblige.
2011-06-23	F.T.C. Is Said Near a Move on Google	The Federal Trade Commission is reportedly preparing to issue subpoenas in a wide-ranging civil investigation into practices in Google’s search engine business.
2011-06-23	Positive Disruption	Rather than troops levels, let's look at cellphone penetration in Afghanistan.
2011-06-23	France Drops Plans for 'Google Tax'	Support for a tax on online advertising flagged after critics said that imposing a levy on advertising expenditure would have had little effect on Google and other Internet companies.
2011-06-23	An Ad Campaign That Turns Remote Objects Into Google Search Boxes	Stealthy viral video campaigns are so 2000.
2011-06-23	G.E. Invests in 10 Home Energy Start-Ups	General Electric, the huge global conglomerate, has entrepreneurial aspirations.
2011-06-18	Lessons in Longevity	" From I.B.M."",""Evolving beyond past success is a daunting task for all kinds of companies. I.B.M.’s experience offers pointers for giants like Microsoft, Google and Apple."
2011-06-17	Want to Call Your Senator? Advocates Make It Easy	When New York State Senator Joseph P. Addabbo Jr., reversed course earlier this week and supported legislation that would legalize same-sex marriage in the state, he said that what had changed were the number of people contacting him asking him to vote for the bill. As was reported in The Times on Monday:
2011-06-17	Tip of the Week: Using Search Engines for Higher Math	The ability of search engines to calculate basic arithmetic right in the search box is well known, but some can handle higher math as well. Both Bing and Google can perform trigonometric functions like sine, cosine and tanget when the sin, cos and tan operators are typed into the search box. For example, typing “sin 45 degrees” and hitting the Enter key brings a result of 0.707107 — with no digging around for a calculator. Microsoft has a full list of mathematical operations that work with Bing here; a similar list for Google is here.
2011-06-16	A Tool That Turns Gmail Into a Personal Assistant	I just learned (first from a friend, then from the many comments people posted on my previous post) that what I've been looking for from Gmail (reposting of received messages at a future date) actually exists in the form of Boomerang-a free Gmail plug-in that does exactly what I described. I just installed it and it works perfectly-messages can reappear in my inbox (marked as unread, starred and/or at the top of my inbox) at a date or time I set. Boomerang also lets you schedule delivery of e-mails you are sending. If you're working on something late at night and want it to appear in someone's inbox when they get to work, you can set your message to be sent at a specific date. This is also good for what I like to call V.O.P. (virtual-office presence), if you want to appear hard at work when you are otherwise sleeping or carousing.
2011-06-15	A Laptop	" Its Head in the Cloud"",Google’s Chromebook concept for laptops is built on the assumption that you can get online almost anywhere."
2011-06-15	Middle East Eagerly Welcomes Trend for Online Deals	Eight group-buying sites have started in the region, including the leader in the field, Groupon, proving the model works globally.
2011-06-14	Google Finds Ways to Search Faster and Without Typing	How fast is fast when talking about search? Google thinks it can be even faster — and easier — and one way is by eliminating typing altogether, at least in some cases.
2011-06-14	Dear Gmail Labs	Update: It turns out the feature desired exists in a free plug-in called Boomerang. Read this new post to learn more about it.
2011-06-13	One on One: Jack Tretton	" Sony C.E.O. America"",""I sat down with Jack Tretton, president and chief executive of Sony Computer Entertainment America, to discuss the company’s focus on gaming consoles, as well as mobile gaming and the barrage of hacking attacks on Sony in recent months. The following is an edited version of our conversation:"
2011-06-13	Google Agrees to Acquire Admeld	Google said Monday that it had agreed to buy Admeld, a display advertising start-up.
2011-06-10	Cost vs. Time vs. Conscience: A Travel Calculator	“Vacation” is the inseparable accomplice of “summer.” But while it may seem imperative that a summer vacation be taken, the best mode of transport may be less clear, given the myriad options.
2011-06-10	Your Own Facts	A progressive political activist asks whether the personalization of search-engine results is a blessing or a curse.
2011-06-09	Google in Talks to Buy Ad Company	Google is in negotiations to buy Admeld, a display advertising company, for around $400 million, reports Claire Cain Miller on the Bits blog. Read more »
2011-06-09	Google in Talks to Buy Admeld for $400 Million	Google is in discussions to buy Admeld, a display advertising company, for around $400 million, according to three people briefed on the negotiations.
2011-06-09	News of the World	" One Click Away"",""How are things in Glocca Morra? Check Newspaper Map, a Google Map that has been annotated with sites from more than 10,000 worldwide news outlets. One click will take you to a news site, and you can choose which language you would like to read it in, thanks to Google’s translation services. The site is the work of Great Name, a Web-development squad from Gothenburg, Sweden (home of both Metro and Götesborgs Posten)."
2011-06-09	Printing Properly In Internet Explorer 9	Q.Ever since I upgraded to Internet Explorer 9, I have been having trouble printing Web pages, which come out looking different than what's on screen. What's wrong?A.To speed up its handling of Web pages, Internet Explorer 9 shifts the workload from the computer's main processor to the graphics processor. If your computer's video card does not support this type of hardware acceleration, your Web pages may print incorrectly. Update your printer's driver software to make sure outdated software is not the culprit. You can download the latest files for your printer model from the Support area of the manufacturer's Web site.
2011-06-07	Q&A: Poisoned Pictures on the Web	Q.
2011-06-06	China Rejects Google’s Hacking Charge	Charges that Chinese hackers singled out influential users of Gmail were met with withering scorn in an editorial published in the official party newspaper.
2011-06-05	Google’s New Chromebook Explained	Update Sunday, June 5 7:52 p.m.: Clarified that, while Chromebooks do have a hard drive, that drive is used by the OS, not for a user’s data storage. Also changed wording to indicate that data is not in Google’s possession, necessarily, but whichever cloud-based service a user is using.
2011-06-04	In Mountain View	" 2 Contrasting Economic Worlds Intersect"",""Mountain View, home to technology kingpins like Google, illustrates the disconnect between the current technology boom and the daily economic realities of many in Silicon Valley."
2011-06-03	Hacking of White House E-Mail Affected Diverse Departments	The computer phishing attack that Google says originated in China aimed at officials who worked in areas not limited to those of particular interest to the Chinese government.
2011-06-03	E-Mail Fraud Hides Behind Friendly Face	The Gmail attacks Google disclosed used a rapidly proliferating form of e-mail fraud called spear phishing to steal passwords and monitor accounts.
2011-06-02	F.B.I. to Investigate Gmail Attacks Said to Come From China	Secretary of State Hillary Rodham Clinton called the allegations about the breach of Google’s e-mail service “very serious.”
2011-06-01	Google Says Hackers in China Stole Gmail Passwords	Google said that the hacked accounts included those of senior American government officials and political activists.
2011-06-01	Google vs. Groupon	Last year, Google tried to buy Groupon but failed. So Google now hopes to beat Groupon.
2011-05-31	Why Did Apple Pre-Announce Its Announcement?	New product announcements by Apple usually take place with the secrecy of a clandestine military operation.
2011-05-29	At YouTube Boot Camp	" Future Stars Polish Their Acts"",""In its quest to develop original high-quality video content, YouTube brought 25 contest winners with stars in their eyes to a video boot camp in Manhattan last week."
2011-05-28	The Trouble With the Echo Chamber Online	Google, Facebook and Netflix track users’ habits and tailor future results to show people what they want to see. Affirmation feels good, but it may not be constructive.
2011-05-27	Waiting for the New Mobile Payments Frontier	The mobile phone will eventually take over your wallet, replacing your credit cards, cash and coupons. But it could be some time before this new type of transaction becomes an everyday reality.
2011-05-27	Setting Browser Tabs to Open at Start-Up	Do you find yourself hitting the same group of Web sites every time you sit down at your computer? For me, it’s Facebook, The Times, Instapundit, Techmeme, my bank, and my Google Docs spreadsheet of freelance assignments. In fact, I open three separate Facebook tabs –- one for my messages, and two for groups in which I’m active. Most people have a similar set of pages they open over and over, several times a day.
2011-05-26	Google Unveils App for Paying With Phone	Google introduced a mobile application that allows consumers to make a payment by waving their cellphones at a retailer’s terminal rather than pulling out a credit card.
2011-05-26	Another Tablet	" but This One Shoots in 3-D"",""Except for screen size, the first tablets on the market pretty much look alike: glass-faced slabs without much to set them apart. On the outside, the new Google G-Slate from T-Mobile isn't much of an exception. But it does have one distinction: On either side of a metal strip embossed with the Google logo are a pair of camera lenses. That's right, a pair. The G-Slate takes 720p HD movies in 3-D."
2011-05-25	Q&A: Sending a Gmail Vacation Reply	Q.
2011-05-25	$1.3 Billion I.P.O. Surge For Yandex	Shares of Yandex, a Russian search engine barely known in the United States, surged by more than 55 percent on Tuesday, signifying the latest multibillion-dollar technology offering and stoking the debate about whether this market has the makings of a bubble. The debut of Yandex defied already lofty expectations, coming on the heels of the initial public offering of LinkedIn, the professional networking site whose shares more than doubled on their first day of trading.
2011-05-24	Google Expected to Introduce a Wireless Payment System	Google will offer mobile payments with MasterCard and Citigroup, according to a person briefed on the introduction, as well as with cellphone carriers, hardware manufacturers and retailers.
2011-05-24	Google’s G Slate Tablet Has 3D Video	Except for screen size, the first tablets on the market pretty much look alike: glass-faced slabs without much to set them apart.
2011-05-24	Q&A: Phasing Out Internet Explorer 6	Q.
2011-05-20	Valuing LinkedIn and Social Networking	As the fervor for LinkedIn continues, analysts, investors and reporters are asking: Is there another bubble?
2011-05-20	LinkedIn Shares Soar on First Trading Day	It's not 1999, but the big Internet I.P.O. is back. Shares of LinkedIn, the professional social network, more than doubled on their first day of trading, a surprising debut that both echoed the giddy exuberance of the last tech boom and heralded the coming of several multibillion-dollar Internet companies, like Facebook, that are expected to go public in the next 12 months.
2011-05-19	Bloggingheads: Google and Free Speech	Ann Althouse, left, of the University of Wisconsin Law School and Matt Welch of Reason debate Google's threat to free speech.
2011-05-18	For Buyers of Web Start-Ups	" Quest to Corral Young Talent"",""Some companies want talent so badly, they buy start-ups for their employees and then jettison the products."
2011-05-17	Google’s Most Wanted Recipes	Julia Moskin’s article on recipe search engines discusses some the major players in that world, including the newest member of that group: Google’s Recipe View tool.
2011-05-17	Can Recipe Search Engines Make You a Better Cook?	The year has brought a rush of new recipe search engines designed to solve dining challenges. But will they evaluate the recipes the way a good cook would?
2011-05-17	A Social Network for Making Future Plans	Most social networking services are for sharing what you’ve done in the past or what you’re doing right now. A new one, WhereBerry, is for sharing what you want to do in the future.
2011-05-15	Google Turns On Charm to Win Over Europeans	By building and hiring in Europe, the American Internet giant is trying to win hearts and minds as it faces legal, regulatory and political challenges.
2011-05-14	Did the Microsoft Case Change the World?	A decade later, in the age of Google and Facebook, the antitrust settlement is a dim memory.
2011-05-14	When It Comes to Inbox Advertising	" Less Is Still More"",""In a change from its previous text-only policy, Google is about to allow images — though not animation — on some advertising that accompanies Gmail."
2011-05-14	The Week’s Business News in Pictures	Microsoft’s purchase of Skype, Music Beta from Google, guilty verdict for Raj Rajaratnam, G.M. investments and more.
2011-05-13	Facebook	" Foe of Anonymity, Is Forced to Explain a Secret"",The social networking site tried to hide the fact that it was behind a campaign to coax reporters and technology experts to write critical stories about Google’s Social Circle."
2011-05-13	Google Is Said to Have Broken Internal Rules on Drug Ads	Google is bracing for a settlement over concerns that it displayed ads from online pharmacies that sell counterfeit drugs or do not require a prescription.
2011-05-13	Netflix Is Available for Some Android Devices	" but Not All"",""Movie-rental and streaming company Netflix announced today that it had a streaming app for Android. The iOS app for Apple devices was released in 2010, but now users of Google’s mobile operating system can watch the thousands of movies and TV shows that are available for instant online viewing."
2011-05-12	At Google	" the Book Tour Becomes Big Business"",""Many authors may be concerned over Google’s plan to make their books available free online, but a number of them are happy to promote their work at the company’s speakers series."
2011-05-12	Online Seller Who Bullied Customers Pleads Guilty	Vitaly Borker, who sold eyeglasses online from his Brooklyn home, tormented customers to improve his search results on Google.
2011-05-12	U.S. Inquiry of Google on Drug Ads	Google said in a filing that it had set aside $500 million to pay a possible settlement of the inquiry.
2011-05-12	Who Could Become the Data Sheriff?	In an article I wrote for the Week in Review section last Sunday, I noted that no federal laws existed to punish companies when customers’ personal information and data were stolen in cyber-attacks, or mishandled by companies. And so punishment in these cases is left up to the states. Yet in many instances, state officials don’t have the resources to tackle this problem, and even acknowledge that they don’t always understand the technical aspects of breaches.
2011-05-12	Facebook Seeks to Downplay Campaign Against Google	3:17 p.m. | Updated Added comment from Burson-Marsteller and public relations experts, and more details on Social Circle.
2011-05-12	Google Unveils PCs Built for Web Apps	8:46 p.m. | Updated SAN FRANCISCO - Google took another swipe at Microsoft on Wednesday when it introduced a new kind of computer called a Chromebook, which stores everything online. Google hopes that the devices, which it says will eliminate the need for software updates and hard drive backups and will boot up within eight seconds, will replace PCs running Microsoft's Windows software in offices and homes around the world.
2011-05-11	Tutorials and Exercises to Help Students Prepare for the SAT	Traditional test preparation services have refined their mobile software to compete with start-ups, resulting in improved apps for students.
2011-05-11	What GoogleMusic: Beta Means to You	Wednesday, Google announced Music: Beta, a new cloud-based music service that will be available over the Web and on Android devices (initial users will be by invitation only, which you can request by going to the Music: Beta Web page). As was reported Wednesday, your music will be stored online, for instant retrieval from any Web-enabled or Android device you have.
2011-05-11	From the Cloud	" Google Pulls Down an Energy Saver"",""Engineers have long been trying to adapt the automobile to drivers’ preferences. In partnership with Google, Ford is hoping to create cars that could receive data in real time and predict driver behavior and probable destinations. Such information could then be applied to improve fuel economy and reduce emissions."
2011-05-11	Google’s Chrome Laptops to Go on Sale in June	8:46 p.m. | Updated SAN FRANCISCO — Google took another swipe at Microsoft on Wednesday when it introduced a new kind of computer called a Chromebook, which stores everything online.
2011-05-10	Google’s Digital Music Service Falls Short of Ambition	Google and the major record labels failed to agree on a price for the licenses, creating a roadblock for the firm.
2011-05-10	Google Lobbies Nevada to Allow Self-Driving Cars	Google hired a lobbyist to promote legislation for the licensing of autonomous vehicles, and an exemption that would permit texting while driving to operate such a car.
2011-05-10	Justice Department Is Investigating Google Advertising	The Justice Department is investigating Google advertising, and Google may have to pay $500 million, according to a Google filing with the Securities and Exchange Commission on Tuesday. As a result, Google said, last quarter’s net income was 22 percent lower than it originally reported.
2011-05-10	Turn Your Android Phone Into a Remote Control for Your Home	Google wants people to use its Android software to operate a lot more than just phones and tablets. And at Google I/O, the company’s conference for developers in San Francisco this week, the company showed off a future where someone could use an Android phone to turn on and off the lights, the dishwasher, a lamp or a sprinkler system — or anything else they want to.
2011-05-10	Google Plans to Streamline Android	Android phones have been a runaway success for Google — perhaps too runaway. Now Google is trying to add some order to the craziness.
2011-05-10	Congress Hears From Apple and Google on Privacy	Saying there has been a fundamental shift for cellphone users in determining “who has their information and what they’re doing with it,” Senator Al Franken, a Minnesota Democrat, called a Congressional hearing today to question executives from both Google and Apple on data location and mobile devices. The hearing was the first for the newly formed Senate Judiciary subcommittee on privacy, technology and the law, led by Senator Franken.
2011-05-10	Google to Unveil Service to Let Users Stream Their Music	The service, to be called Music Beta by Google, is similar to one introduced by Amazon in March, although it will store considerably more music.
2011-05-09	Gilt Groupe Valued at Roughly $1 Billion	In a bid to expand its e-commerce empire, the Gilt Groupe has raised $138 million in its latest financing round.
2011-05-08	Suit Opens a Window Into Google	E-mails disclosed by a state court illuminate strategy as Google protects its Android software for smartphones.
2011-05-07	An Engine’s Tall Order: Streamline the Search	The Blekko search engine aims to take on Google by having humans help rank its results.
2011-05-06	Trying to Game Google on ‘Mother’s Day Flowers’	Experts say that Teleflora, FTD, 1800Flowers.com and ProFlowers are violating guidelines in their quest to rise in online search results.
2016-08-24	Tip of the Week: A New Way to Search for Recipes	Searching for recipes on the Web is not new, but Google has a search feature catered for cooks. When you use the search engine to look for a specific dish or ingredients, Google returns your first batch results as usual, but also presents a Recipes option in a list of categories in a column on the left side of the page; click the “More” link at the bottom of the column if you do not see it.
2011-05-05	Creator of Google Voice Starts a Company Starter	The creator of Google Voice left Google last fall to work on a new start-up, and now he’s ready to talk about what he’s doing.
2011-05-04	Finding Long-Term Value in Renren	Many of Renren’s investors profited handsomely from the company’s initial public offering, when shares priced at $14 on Wednesday. But a venture capital firm, DCM, which owns 7.5 percent of the Chinese social networking site, is holding on to its stake.
2011-05-03	Google Takes to TV to Promote Browser	In an ad campaign using the old-fashioned medium of prime-time TV, Google is promoting its browser, Chrome, in the belief that it will benefit Google search.
2011-05-03	Funny or Die: Webby Awards Choose Funny	When Justin Bieber lost out on the Grammy Award for best new artist this year, all his fans could do was complain (and hack the Wikipedia page of the winner, Esperanza Spalding).
2011-05-03	Europe Leads in Pushing for Privacy of User Data	The European justice commissioner plans to propose tougher rules on breaches of privacy, setting standards that could be followed in the United States.
2011-05-03	Google's South Korean Offices Raided Over Data Collection	Google's mobile advertising unit, AdMob, illegally collected users' location data without users' consent, the police said.
2011-04-30	Opt-In Rules Are a Good Start	For all their complexity, Facebook’s settings offer a guide to establishing some online privacy.
2011-04-28	Russian Internet Giant Yandex Files for I.P.O.	Yandex, one of Russia’s largest Internet companies, is gearing up to go public.
2011-04-27	YouTube Founders Pick Up Delicious From Yahoo	After an unspectacular run at Yahoo, Delicious, a social bookmarking service, has found a new home.
2011-04-25	Apple and Google Use Phone Data to Map the World	Apple and Google use data collected from phones to improve their location services, which could lead to lucrative advertising.
2011-04-25	Q&A: Personalized Ads in Gmail	Q.
2011-04-25	Google Executive Gets a Raise at Last	Eric E. Schmidt's new job as executive chairman of Google came with a very nice raise. Mr. Schmidt, who as chief executive of Google had been earning just $1 a year since 2005 (though his ownership stake in the company is worth several billion dollars), will now earn $1.25 million a year with a potential $6 million annual bonus, according to a regulatory filing Tuesday by Google.
2011-04-24	Google	" a Giant in Mobile Search, Seeks New Ways to Make It Pay"",""The search giant is throwing its power and data at problems specific to mobile phones, like translating phone calls on the fly."
2011-04-21	Groupon Taps Google Executive as C.O.O.	6:30 p.m. | Updated
2011-04-19	Manhattan’s Tech Start-Ups Settle in the Flatiron District and Chelsea	New York’s smaller version of Silicon Valley is developing in the Flatiron district and Chelsea.
2011-04-18	Who Made Google’s Map Pin?	Google’s maps have revolutionized how we interact with the world, how we perceive space and even how we navigate through it. Type in a location, and down drops a red marker, or “map pin,” that answers any question of place. Outfitted with its own drop shadow, the small, red bubble with a pointed end not only tells us where we want to be, but what exists in the world around us.
2011-04-16	Helping Drunken Drivers Avoid Tickets	" but Not Wrecks"",BlackBerry has banned apps that track the locations of sobriety checkpoints so drivers can reroute around them. Google and Apple have not."
2011-04-15	Clouds Part for U.S. Solar Industry	A potentially dim week for the American solar power industry ended on a bright note instead.
2011-04-15	2 Korean Search Engines File a Complaint Against Google	NHN and Daum asked South Korea’s trade commission to investigate whether Google had improperly maneuvered to have Android pre-installed on most smartphones sold in the country.
2011-04-14	Car Sharing Start-Ups Bask in Zipcar’s I.P.O. Glow	Zipcar, the car-sharing provider, raised $174.3 million in an initial public offering Thursday morning, marking a first for a segment once dominated by nonprofits and local community organizations. The strong showing could be a boon for new companies aiming to make money through alternatives to vehicle ownership.
2011-04-14	Revenue Rises at Google but Profit Misses Forecasts	" and Analysts Point to Spending"",""The search engine company gets off to a mixed start under its new chief executive, the co-founder Larry Page."
2011-04-14	YouTube Sentences Copyright Offenders to School	In many countries around the world, if you break the law by stealing copyrighted content you can be sentenced to prison and heavily fined. But if Google catches you breaking copyright laws, the punishment is more akin to being caught smoking in the boys room in high school: You’re forced to take an online class at YouTube’s Copyright School.
2011-04-14	Report: Twitter Rejected $10 Billion Bid From Google	In a report that explores the drama at Twitter, Fortune says the micro-blogging service rejected two takeover offers last year, a $10 billion bid from Google and a $2 billion bid from Facebook. Read more »
2011-04-12	How Useful Is Google’s Personalized Search?	Last week, I typed “food in Boston” into Google, hoping to find restaurant recommendations for a coming trip. I glanced at a few of the results — from Citysearch, Boston.com and Google Places — without seeing anything worth clicking on.
2011-04-10	Actors in Smaller Studios	" Making Pictures for the Smaller Screen"",""Instead of heading to television and movies, many young entertainers are now going to small production start-ups that specifically make video for the Web."
2011-04-08	U.S. Clears Google Acquisition of Travel Software	The Justice Department has approved, with conditions, Google’s $700 million purchase of ITA.
2011-04-07	Augmented Reality Comes Closer to Reality	Last week I wrote about how cyber politics and crime on the Internet had been foreseen with eerie accuracy by science fiction writers. For example, the computer scientist Vernor Vinge’s classic 1981 novella “True Names” described the impact of the Net long before most people had personal computers, let alone an Internet connection.
2011-04-07	Wow	" Mom: It’s an Ambigram!"",""Wow, mom."
2011-04-06	Dreaming of a Virtual Library: Authors Guild v. Google	Readers respond to an editorial about Google putting books online.
2011-04-05	Facebook to Host Obama Town Hall Meeting	How do you know you are the hottest company in Silicon Valley? When you get a visit from the President of the United States.
2011-04-05	Antitrust Fears Slow Google Takeovers to a Crawl	Google has so far announced only $200 million of takeovers for 2011, the smallest sum since 2008. Acquisitions are being slowed by fears of antitrust regulatory delays.
2011-04-04	Google Bids $900 Million for Nortel Patent Assets	The amount of money involved signals how fierce the patent wars have become, particularly in Silicon Valley.
2011-04-04	Google Executive Says Goodbye as Page Says Hello	Monday was Larry Page’s first day back as Google’s chief executive, and the management shake-up at the top has already begun.
2011-04-04	Google Bidding on Nortel Patents	Google said Monday it is bidding $900 million on the patent portfolio of Nortel, the communications technology company that filed for bankruptcy in 2009.
2011-04-04	Hackers Turn a Gmail April Fool's Joke Into a Reality	If you happened upon the Internet Friday, you would have been faced with what has now become an annual tradition online: Technology companies trying to one-up each other with April Fool's jokes posted online.
2011-04-03	Ruling Spurs Effort to Form Digital Public Library	A judge’s derailment of Google’s plan to build a digital library and bookstore was seen by some scholars and librarians as a chance to pursue a better universal public library.
2011-04-03	Promoting Science	" and Google, to Students"",""With its new science fair, Google is encouraging young scientists to experiment — and to use Google products while they’re at it."
2011-04-02	Microsoft + Nokia = a Challenge for Apple	Microsoft’s deal with Nokia is likely to vault the Windows Phone platform into second place globally, behind Android but ahead of Apple’s iOS.
2011-04-01	Microsoft's Antitrust Volley and Google's Way Forward	Business and law are pragmatic vocations. So where a company stands on some principle typically hinges on the circumstances in which it sits. Just ask Microsoft, long the world's No. 1 antitrust defendant, that on Thursday filed a formal antitrust complaint in Europe against Google, as we reported.
2011-03-31	New Book on Google Shows Gaffes in China	A coming history of Google tells of the giant company’s mistakes in China and its failure to move quickly on social networking.
2011-03-31	Do You Still Use Print Ads?	In the 25 years I've been in business, I have tried a variety of ways of reaching customers: print advertising, a retail store, a Web site in the days prior to Google and search-engine optimization, a Web site with extremely poor S.E.O. and the early versions of AdWords, and now a Web site with good S.E.O. and the current AdWords.
2011-03-31	Google Plays Down Microsoft's Antitrust Complaint in Europe	The European Commission said its investigation was still preliminary, and Google would be given a chance to respond to Microsoft's charges.
2011-03-31	Antitrust Cry From Microsoft	Microsoft is joining a chorus of complaints saying that Google’s search engine unfairly promotes its own products, like Google Product Search.
2011-03-30	Google’s Book Deal	A universal library is a great idea, but not if the price is a monopoly.
2011-03-30	Google Picks Kansas City	" Kan., for Its Fast Network"",""More than 1,100 cities bid to get the fiber optic network, which is expected to deliver much faster connections than typical broadband service."
2011-03-30	Tech Talk Podcast: Google's Library	Google's plans for a digital library are in limbo following a federal judge's ruling last week. On this week's Bits: Tech Talk show, Bettina Edelstein talks to Miguel Helft, a Times technology reporter, about the collapse of the Internet giant's efforts to digitize millions of books and make them widely available. He explains what is at stake.
2011-03-30	Google Introduces New Social Tool and Settles Privacy Charge	Google announced a new social networking tool, even as it agreed to a deal with the F.T.C. to pay a price for privacy blunders it made with a past effort.
2011-03-30	Nokia Wants a Standard for In-Car Telematics	While Terminal Mode may sound like a death-ray setting in a bad science-fiction novel, its aims are far less dastardly. It is the name of a unified standard that would connect drivers and their smartphones to the swirling proliferation of in-car infotainment systems.
2011-03-29	In Coverage of 2012 Candidates	" the Blogs and the Beltway Divide"",""Which Republican presidential candidates are getting the most attention, favorable or otherwise, from the media these days?"
2011-03-29	Amazon Introduces a Digital Music Locker	Amazon.com plans to introduce a service that will let people upload their digital music to the Web and access it from browsers on any computer and from Android phones.
2011-03-28	Facebook vs. Google in Smartphone	The Android software for a new smartphone no longer allows customers to download their contacts from Facebook.
2011-03-26	In a New Web World	" No Application Is an Island"",How HTML5 — an umbrella term for an assemblage of new technologies — could soon change the way we use the Web."
2011-03-24	Advertisers in Europe May Face Limits in Use of Keywords	An adviser to the bloc's highest court said some restrictions should be placed on the use of brand names by rivals as keywords to generate Internet search ads.
2011-03-23	A Digital Library Better Than Google’s	Don’t let a for-profit company monopolize knowledge. Create a public — and free — online collection of our books.
2011-03-23	Book Ruling Cuts Options for Google	Google may seek help from Congress as it tries to salvage a book publishing settlement that was rejected by a federal judge.
2011-03-23	Police-Checkpoint Smartphone Apps Encourage D.U.I.	" Senators Argue"",Driving under the influence? There are several apps for that -- and several United States senators who are not pleased about it."
2011-03-23	Swiping Is the Easy Part	With cellphones ready to act as credit cards, banks, carriers and card issuers are fighting for control.
2011-03-22	China: Officials Deny Google Claim	The Chinese government denied Google’s claim that it has interfered with the company’s Gmail service.
2011-03-22	Judge Rejects Google’s Deal to Digitize Books	A decision against a class-action settlement threw Google’s plans into limbo and undid years of negotiation.
2011-03-22	Amazon to Open Android App Store as Apple Sues	6:53 a.m. | Updated Adding confirmation of lawsuit and comments from the companies.
2011-03-21	Sprint Adds Google Voice Tie-In	For Sprint customers, Google Voice just got a lot more useful. They will now be able to use Google's phone service with their Sprint phone numbers and for voicemail and text messages.
2011-03-21	Google Faces French Fine for Breach of Privacy	The country’s privacy agency imposed a fine of $142,000 and said that Google’s Latitude phone-tracking service continued to violate privacy rules.
2011-03-21	YouTube Offers Free Image Stabilization	Starting today, Google's YouTube video Web site will make the road for video enthusiasts smoother.
2011-03-21	The Evolving Mission of Google	Google will tell you insistently that it is not a media company — it organizes and manages content, but does not produce it. Watch closely.
2011-03-20	Google Accuses Chinese of Blocking Gmail Service	Google says China has made it difficult for users to gain access to its e-mail service.
2011-03-18	Is Amazon Working on an Android Kindle?	Amazon has been incredibly successful with its Kindle e-reader, offering a lightweight reader at an affordable price. But the pizazz of the iPad 2 and the dozens of Android-based tablets that are slowly making their way off of conveyor belts and onto store shelves is rekindling a number of unanswered questions about the next generation of Amazon's e-reader.
2011-03-17	Google Ventures Leads Financing of Biofuels Start-Up	Google Ventures has led a $20 million financing round in CoolPlanetBiofuels, a Southern California start-up that is developing mobile refineries to turn wood chips, agriculture waste and other biomass into biofuels.
2011-03-17	Groupon Valuation Soars as Possible I.P.O. Nears	In contrast to the sea of deep discounts on its Web site, the valuation of Groupon keeps moving higher.
2011-03-16	Stopping to Gaze	" and to Zoom"",""The Google Art Project lets users virtually visit museums, and 17 works are on display in super-high resolution for zooming and marveling."
2011-03-15	Facebook Said to Hire Google Executive for M.&A.	3:51 a.m. | Updated Amin Zoufonoun, director of corporate development at Google, has been hired away by Facebook to lead its mergers and acquisitions team, a sign of the growing competition between two tech giants searching for start-ups and talent.
2011-03-12	How the Internet Tried to Kill Me	When Googling yourself, be ready for an existential crisis.
2011-03-12	Google’s Quest to Build a Better Boss	A company study found that a manager’s technical skills were far less valued by employees than people skills.
2011-03-11	Where Google's Algorithm Overhaul Is Good News	When Google declared it had re-engineered its search formula two weeks ago, the spotlight was understandably on the likely losers.
2011-03-09	Blekko Blocks 1.1 Million Sites From Its Search Engine	Last month, Google caused a stir when it changed its algorithm to push down low-quality sites in search results. Now Blekko, a new search engine, is going much further by banning 1.1 million Web sites from its search engine.
2011-03-09	Gmail Adds Smart Filters to Mail	E-mail is still the bane of many people's existence online, with messages appearing quickly like a bad rash spreading across your computer screen. But a number of companies are trying to help alleviate inbox overload.
2011-03-08	How to Share and Save Office Documents Online	If you spend a lot of time working on Word, PowerPoint or Excel documents, you've probably experienced the frustration of trying to group-edit a file by e-mailing attachments around. And if you save your files on one computer, you may find yourself away from it - and unable to get to an important document.
2011-03-07	Google Maps on Android Now Features Traffic Data	Read this Google press release to learn about a new feature for Android users of Google Maps Navigation: real-time traffic data. The feature will work automatically in the app, accounting for real-time and historical traffic data when it plots your route.
2011-03-06	Sites Like Twitter Absent From Free Speech Pact	The effort by Google, Yahoo and Microsoft has failed to attract other tech companies, raising questions about its impact.
2011-03-06	Google Schools Its Algorithm	To humans, computer intelligence is a puzzle, as if the machines have split personalities. They can be so remarkably smart at times, yet so bafflingly dumb at others. This riddle of digital deduction has been center stage recently.
2011-03-05	Google Schools Its Algorithm	Programmers try to retool software to understand human language, and then to outwit and outsmart it.
2011-03-05	Cheap	" Ultrafast Broadband? Hong Kong Has It"",""For less than $26 a month, a scrappy Hong Kong company is offering 1,000-megabit-a-second broadband service — an unheard-of speed across much of America."
